ESREjdNr;Bygning_id;BYG_BOLIG_ARL_SAML;BYG_ARL_SAML;BYG_ANVEND_KODE;OPFOERELSE_AAR;ERHV_ARL_SAML;OMBYG_AAR;HeatSupply;ZipCode;LabelStatusCode;PropertyNumber;Wgs84Latitude;ValidFrom;SchemaVersion;ValidTo;EnergyLabelTypeUsage;SubmitterConsultantName;SubmitterCompanyIdentifier;LabelStatus;BuildingNumber;HasPdf;DEMOLink;MunicipalityNumber;EnergyLabelClassification;CityName;EntityIdentifier;Wgs84Longitude;HasXML;IsMixedUsage;SubmitterCompanyName;EnergyLabelSerialIdentifier;HouseNumber;IsHidden;StreetName;EnergyLabelTypeBasedOn;BBRUseCode;YearOfConstruction
126348;2d6a791c-e097-47a2-bf80-19ae9887f090;139;78;120;1969;0;0;NaturalGas;2630;1;126348;55.6835555620914;2019-08-13;1.0.19;2029-08-13;SingleFamily;Ulf Chabert;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kirkestien%2031,%202630%20Taastrup%20(311392503);169;D;Taastrup;311392503;12.2373873898571;True;False;OBH Ingeniørservice A/S;311392503;31;False;Kirkestien;CalculatedConsumption;120;1969
178801;2dbc3914-f2a5-49fc-a29f-d1bd8bc051b7;0;398;323;2004;398;0;DistrictHeat;2630;1;178801;55.6362919091953;2016-09-28;1.0.18;2026-09-28;NonResidental;Niels Hansen;600452;VALID;1, 2, 3, 4, 5, 6, 7, 9;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311203368;169;C;Taastrup;311203368;12.2590906949512;True;False;NiH Energy ApS;311203368;2;False;Højager;CalculatedConsumption;310;2004, 2014
132534;2dd7f1e5-90e4-4f01-805f-adb4cfc540cb;137;137;120;1972;0;0;NaturalGas;2630;1;132534;55.6823811705085;2013-10-08;1.0.16;2023-10-08;SingleFamily;Karen Coulthard;600408;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Vintoften%2036,%202630%20Taastrup%20(311021267);169;E;Taastrup;311021267;12.2559403630484;True;False;Botjek Support Center;311021267;36;False;Vintoften;CalculatedConsumption;120;1972
101434;2e0d865e-d06f-40e2-b761-48674bd99416;900;900;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
100403;2e1fa0ba-130f-4d39-a321-067cb1298030;148;148;120;1974;0;0;DistrictHeat;2630;1;100403;;2020-04-03;1.0.20;2030-04-03;SingleFamily;Steffen Naver;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Bl%C3%A5kildevej%205,%202630%20Taastrup%20(311431552);169;C;Taastrup;311431552;;True;False;Boligeftersyn P/S;311431552;5;False;Blåkildevej;CalculatedConsumption;120;1974
101280;2e2ef161-ed37-431a-a10f-1bf7048c2c1f;0;56;590;2013;56;0;DistrictHeat;2630;1;101280;55.6426664896985;2016-03-08;1.0.18;2026-03-08;NonResidental;Jacob Wibroe;600109;VALID;1, 3;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311163055;169;B;Taastrup;311163055;12.3250373525786;True;False;Danakon a/s;311163055;7;False;Mølleholmen;CalculatedConsumption;440;1978, 1981
160309;2e37b26e-9559-41ca-80c7-fa64420b61b5;139;139;120;1986;0;0;DistrictHeat;2630;1;160309;55.6548277075736;2016-07-19;1.0.18;2026-07-19;SingleFamily;Peter Malm;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Sthensvej%202D,%202630%20Taastrup%20(311190866);169;D;Taastrup;311190866;12.2995441626502;True;False;Boligeftersyn P/S;311190866;2D;False;Sthensvej;CalculatedConsumption;120;1986
159815;2e5cbd01-2057-4eb2-b74d-094cb2310cc0;0;1960;321;1985;1960;0;NaturalGas;2640;1;159815;55.6561085464219;2016-12-23;1.0.18;2026-12-23;NonResidental;Jakob Madsen;600198;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311219533;169;D;Hedehusene;311219533;12.1785717645842;True;False;JDM Rådgivende Ingeniør ApS;311219533;1;False;Akacievej;CalculatedConsumption;320;1985
127425;2e6337e9-85bb-4510-99d5-c65f214287d9;170;130;120;1860;0;1984;Electricity;2630;1;127425;;2019-12-18;1.0.20;2029-12-18;MultiFamily;Ole Aabel;600001;VALID;2;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311414525;169;C;Taastrup;311414525;;True;False;OBH Ingeniørservice A/S;311414525;50B;False;Landsbygaden;CalculatedConsumption;190;1860
183279;2ee52f74-96d9-4e4f-8d94-4b292b14ec1f;140;186;120;2006;0;0;DistrictHeat;2630;1;183279;55.6524185586723;2015-03-18;1.0.17;2025-03-18;SingleFamily;Patrick Singh;600413;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/K%C3%A6rmindevej%2012,%202630%20Taastrup%20(311101687);169;B;Taastrup;311101687;12.2459775609075;True;False;PS Hussyn;311101687;12;False;Kærmindevej;CalculatedConsumption;120;2006
157081;2ee5a64b-858a-4607-8975-5342f45344fe;0;357;441;1982;357;0;DistrictHeat;2630;1;157081;55.6395686727178;2015-11-09;1.0.17;2025-11-09;NonResidental;Claus Matthiasen;600109;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311144235;169;E;Taastrup;311144235;12.2895650447448;True;False;Danakon a/s;311144235;10;False;Husmandsvej;CalculatedConsumption;440;1982
186268;2f0f6321-6b4d-48d6-81f0-a78343c25de5;490;505;140;2018;0;0;DistrictHeat;2630;1;186268;55.6441359059125;2019-04-02;1.0.19;2029-04-02;MultiFamily;Martin Dahl Thomsen;600535;VALID;12;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311368490;169;A2020;Taastrup;311368490;12.2697422715394;True;False;Topdahl Energirådgivere ApS;311368490;90;False;Høje Taastrup Boulevard;CalculatedConsumption;140;2019
181284;2f213c6f-7b3c-42db-a9e0-e5ac97ab9278;161;161;120;2006;0;0;Electricity;2640;3;181284;55.6153342182241;2009-10-13;1.0.15;2019-10-13;SingleFamily;Jørgen Olmer;600363;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Dybk%C3%A6rv%C3%A6nget%2011,%202640%20Hedehusene%20(100137660);169;C;Hedehusene;100137660;12.189391327271;True;False;Kuben Management A/S;100137660;11;False;Dybkærvænget;CalculatedConsumption;120;2006
186526;2f24d250-c741-49b0-95d4-038c9ff12980;117;117;131;2020;0;0;DistrictHeat;2630;1;186526;;2020-05-27;1.0.20;2030-05-27;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%208,%202630%20Taastrup%20(311440124);169;A2015;Taastrup;311440124;;True;False;Sandager Bygge- & Energirådgivning ApS;311440124;8;False;Musholmvej;CalculatedConsumption;131;2020
186526;2f24d250-c741-49b0-95d4-038c9ff12980;117;117;131;2020;0;0;DistrictHeat;2630;1;186526;;2020-05-27;1.0.20;2030-05-27;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%208,%202630%20Taastrup%20(311440124);169;A2015;Taastrup;311440124;;True;False;Sandager Bygge- & Energirådgivning ApS;311440124;8;False;Musholmvej;CalculatedConsumption;131;2020
186526;2f24d250-c741-49b0-95d4-038c9ff12980;117;117;131;2020;0;0;DistrictHeat;2630;1;186526;;2020-05-27;1.0.20;2030-05-27;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%208,%202630%20Taastrup%20(311440124);169;A2015;Taastrup;311440124;;True;False;Sandager Bygge- & Energirådgivning ApS;311440124;8;False;Musholmvej;CalculatedConsumption;131;2020
186526;2f24d250-c741-49b0-95d4-038c9ff12980;117;117;131;2020;0;0;DistrictHeat;2630;1;186526;;2020-05-27;1.0.20;2030-05-27;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%208,%202630%20Taastrup%20(311440124);169;A2015;Taastrup;311440124;;True;False;Sandager Bygge- & Energirådgivning ApS;311440124;8;False;Musholmvej;CalculatedConsumption;131;2020
186526;2f24d250-c741-49b0-95d4-038c9ff12980;117;117;131;2020;0;0;DistrictHeat;2630;1;186526;;2020-05-27;1.0.20;2030-05-27;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Musholmvej%208,%202630%20Taastrup%20(311440124);169;A2015;Taastrup;311440124;;True;False;Sandager Bygge- & Energirådgivning ApS;311440124;8;False;Musholmvej;CalculatedConsumption;131;2020
125457;2f717bc2-6215-4c4d-8e2a-44fa2141d1ff;0;264;219;2003;264;0;Electricity;2630;1;125457;55.6934344089249;2011-05-21;1.0.15;2021-05-21;SingleFamily;Michael Holm;600256;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8holmvej%205,%202630%20Taastrup%20(100224227);169;D;Taastrup;100224227;12.2827897777234;True;False;CALCON Tegnestue & Byggevirksomhed ApS;100224227;5;False;Høholmvej;CalculatedConsumption;110;1877
157944;2f779257-329c-4211-b4ef-4a6e420bc2e5;0;9268;321;1985;9268;1990;DistrictHeat;2630;1;157944;55.6476084740519;2011-10-17;1.0.15;2021-10-17;NonResidental;Lene Messell;600363;VALID;2;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200053950;169;C;Taastrup;200053950;12.2777429446806;True;False;Kuben Management A/S;200053950;2;False;Telegade;CalculatedConsumption;320;1985
179883;2fc4d4b7-e442-478e-adc2-7180f9d23389;207;207;120;2005;0;0;;2630;1;179883;55.6491723528404;2012-03-14;1.0.16;2022-03-14;SingleFamily;Jørgen Kjær Hansen;600128;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Lavendelvej%2023,%202630%20Taastrup%20(300005639);169;C;Taastrup;300005639;12.2476962014502;True;False;Botjek Tåstrup;300005639;23;False;Lavendelvej;BBRInformation;120;2005
171254;2fc8676e-8c67-43a9-a28b-21810fd16515;0;93;590;1995;93;0;DistrictHeat;2630;3;171254;55.6349748969072;2007-10-11;1.0.15;2017-10-11;SingleFamily;Finn Albrechtsen;500784;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Hindb%C3%A6rhegnet%2014,%202630%20Taastrup%20(100050945);169;B1;Taastrup;100050945;12.2687083118453;True;False;Energi- & Ingeniørgruppen A/S;100050945;14;False;Hindbærhegnet;CalculatedConsumption;130;1995
126887;2fcf4bdb-b3d9-4769-997e-e50b8ca30c6a;153;556;333;1902;556;2003;NaturalGas;2630;1;126887;;2020-02-21;1.0.20;2030-02-21;NonResidental;Ejvind Endrup;600105;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311423791;169;D;Taastrup;311423791;;True;False;Murbyg ApS;311423791;18;False;Landsbygaden;CalculatedConsumption;333;1902
181160;3019fce7-39c6-4a59-9a90-6415025d947a;666;798;160;2005;132;0;DistrictHeat;2630;1;181160;55.6530485274926;2016-01-18;1.0.18;2026-01-18;MultiFamily;Jacob Wibroe;600109;VALID;1, 2, 4, 5;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311154284;169;C;Taastrup;311154284;12.2476516458091;True;False;Danakon a/s;311154284;1A;False;Frøgård Alle ;CalculatedConsumption;160;2005
101434;3028346b-c7af-43fb-9b10-55948aac7fff;536;536;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
101434;3037ce87-e441-4e67-ace3-caaf2c5e7829;900;900;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
101434;30434321-7aa3-47d6-a364-0620d8578940;900;900;130;1971;0;1988;DistrictHeat;2630;1;101434;55.6449266466377;2014-09-09;1.0.17;2024-09-09;SingleFamily;Mahmoud Shekari;600241;VALID;52, 53, 56;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Cirklen%20A%201,%202630%20Taastrup%20(311072523);169;C;Taastrup;311072523;12.3169460484686;True;False;dansk drift center ApS;311072523;1;False;Cirklen A;CalculatedConsumption;130;1971
158452;30bbf79a-2e34-4d27-b30c-ba2f48e9014a;0;564;321;1992;564;1993;DistrictHeat;2630;1;158452;55.646993698677;2014-08-25;1.0.17;2024-08-25;NonResidental;René Poulsen;600109;VALID;1, 2, 3;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311069913;169;D;Taastrup;311069913;12.2714751060381;True;False;Danakon a/s;311069913;2;False;Thistedgade;CalculatedConsumption;140, 320;1992
161577;30ca88c8-f128-4a0a-bffa-2937f564502f;135;135;120;1986;0;0;DistrictHeat;2640;1;161577;55.6410867191035;2015-06-02;1.0.17;2025-06-02;SingleFamily;Ark. Maa. Jørgen Kjær Hansen;600408;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenm%C3%B8llen%20191,%202640%20Hedehusene%20(311116653);169;C;Hedehusene;311116653;12.2023583597058;True;False;Botjek Support Center;311116653;191;False;Stenmøllen;CalculatedConsumption;120;1986
186509;30ee2ed6-d3e4-4034-9682-54f98769c519;108;108;131;2019;0;0;DistrictHeat;2630;1;186509;;2019-10-10;1.0.20;2029-10-10;SingleFamily;Knud C. Sandager;600197;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Agers%C3%B8vej%201,%202630%20Taastrup%20(311403063);169;A2015;Taastrup;311403063;;True;False;Sandager Bygge- & Energirådgivning ApS;311403063;1;False;Agersøvej;CalculatedConsumption;131;2019
161585;310c99f6-5eb2-4515-8eb6-3654a1f8557b;178;178;120;1988;0;0;DistrictHeat;2640;3;161585;55.6411611207358;2007-05-10;1.0.15;2014-05-10;SingleFamily;Carsten Elleby Engell-Kofoed;500109;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenm%C3%B8llen%20193,%202640%20Hedehusene%20(100022943);169;B2;Hedehusene;100022943;12.2019193465806;True;False;OBH Ingeniørservice A/S;100022943;193;False;Stenmøllen;CalculatedConsumption;120;1988
164770;31349b9f-5e91-4b4c-882e-e47947623ba8;0;20;440;1991;20;0;DistrictHeat;2630;1;164770;55.6390772864092;2015-11-16;1.0.17;2025-11-16;NonResidental;Claus Matthiasen;600109;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311145386;169;D;Taastrup;311145386;12.2713074219166;True;False;Danakon a/s;311145386;2;False;Gyvelhaven;CalculatedConsumption;440;1991
162964;3187e80f-1794-4933-9ce8-b6d2b19d441c;0;276;321;1987;276;1991;NaturalGas;2640;1;162964;55.6529503192228;2011-10-06;1.0.15;2021-10-06;NonResidental;Find Madsen;600114;VALID;1, 2, 3;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200053610;169;C;Hedehusene;200053610;12.2159051306647;True;False;Find Madsen Consult ApS;200053610;31;False;Baldersbuen;CalculatedConsumption;320;1987, 1990
175595;31992696-af35-476d-b4d7-90a29dbed82e;76;76;130;1995;0;0;DistrictHeat;2630;1;175595;55.6351685379994;2014-11-09;1.0.17;2024-11-09;SingleFamily;Morten A. Andersen;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Bromb%C3%A6rhegnet%208,%202630%20Taastrup%20(311082495);169;C;Taastrup;311082495;12.2692012696209;True;False;Boligeftersyn P/S;311082495;8;False;Brombærhegnet;CalculatedConsumption;130;1995
186140;31d7f53b-3e1a-41ee-95af-1b4d5508e0bf;141;141;120;2017;0;0;DistrictHeat;2630;1;186140;55.6389768888897;2017-01-03;1.0.18;2027-01-03;SingleFamily;Søren Christian Kjær;600480;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Rolighedsvej%2010,%202630%20Taastrup%20(311220559);169;A2010;Taastrup;311220559;12.2928534911422;True;False;Neo Energi I/S;311220559;10;False;Rolighedsvej;CalculatedConsumption;120;2016
156123;31e66658-8cc6-4eb8-a270-97badaf0bf60;1530;1458;140;1981;0;0;DistrictHeat;2640;1;156123;55.6493499168935;2014-12-16;1.0.17;2024-12-16;MultiFamily;Mads Madsen;600171;VALID;1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311088174;169;C;Hedehusene;311088174;12.2194892297819;True;False;Rambøll Danmark A/S (Aalborg);311088174;162;False;Charlotteager;CalculatedConsumption;140;1981
181160;31f65b93-09d5-4439-91c5-793f30d95d26;160;160;160;2017;0;0;DistrictHeat;2630;1;181160;55.6530485274926;2016-01-18;1.0.18;2026-01-18;MultiFamily;Jacob Wibroe;600109;VALID;1, 2, 4, 5;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311154284;169;C;Taastrup;311154284;12.2476516458091;True;False;Danakon a/s;311154284;1A;False;Frøgård Alle ;CalculatedConsumption;160;2005
181160;31f65b93-09d5-4439-91c5-793f30d95d26;160;160;160;2017;0;0;DistrictHeat;2630;1;181160;55.6530485274926;2016-01-18;1.0.18;2026-01-18;MultiFamily;Jacob Wibroe;600109;VALID;1, 2, 4, 5;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311154284;169;C;Taastrup;311154284;12.2476516458091;True;False;Danakon a/s;311154284;1A;False;Frøgård Alle ;CalculatedConsumption;160;2005
181160;31f65b93-09d5-4439-91c5-793f30d95d26;160;160;160;2017;0;0;DistrictHeat;2630;1;181160;55.6530485274926;2016-01-18;1.0.18;2026-01-18;MultiFamily;Jacob Wibroe;600109;VALID;1, 2, 4, 5;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311154284;169;C;Taastrup;311154284;12.2476516458091;True;False;Danakon a/s;311154284;1A;False;Frøgård Alle ;CalculatedConsumption;160;2005
152047;31fcc150-9e57-40cf-a075-39405f6502e5;116;129;130;1978;0;0;DistrictHeat;2630;3;152047;55.6528325226223;2008-04-22;1.0.15;2018-04-22;SingleFamily;Ejvind Endrup;500784;EXPIRED;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Hallandsparken%20152,%202630%20Taastrup%20(100076434);169;C;Taastrup;100076434;12.2689730176201;True;False;Energi- & Ingeniørgruppen A/S;100076434;152;False;Hallandsparken;CalculatedConsumption;130;1978
100446;32006a79-e00b-4999-8f94-ee149fb9dee9;80;46;130;1951;0;0;DistrictHeat;2630;1;100446;55.647295731968;2014-07-04;1.0.17;2024-07-04;SingleFamily;Christian Strarup;600045;VALID;34, 35;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stillidsvej%201,%202630%20Taastrup%20(311063423);169;D;Taastrup;311063423;12.3071300281417;True;False;Topdahl ApS;311063423;1;False;Stillidsvej;CalculatedConsumption;130;1949
186270;329a8da2-9c59-4a05-b116-6ebde504f9c6;112;112;131;2018;0;0;DistrictHeat;2640;1;186270;55.6443847652798;2018-08-20;1.0.19;2028-08-20;SingleFamily;John Klysner;600211;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Urtehaven%203,%202640%20Hedehusene%20(311331468);169;A2020;Hedehusene;311331468;12.2020713108518;True;False;John Klysner Consult ApS;311331468;3;False;Urtehaven;CalculatedConsumption;130;2018
130604;32afab26-961a-47da-b713-b5f9181ac6a3;12;12;120;0;0;0;FuelOil;2630;1;130604;55.681367117873;2011-06-30;1.0.15;2021-06-30;SingleFamily;Lasse Vibe;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stendiget%2030,%202630%20Taastrup%20(100231160);169;D;Taastrup;100231160;12.2365062854958;True;False;OBH Ingeniørservice A/S;100231160;30;False;Stendiget;CalculatedConsumption;120;1972
148082;32cc714e-74c9-47db-865f-f0a8e2f7eb11;164;164;120;1978;0;0;NaturalGas;2640;1;148082;55.6505438051565;2011-05-08;1.0.15;2021-05-08;SingleFamily;Jan Holm Møller;600127;VALID;1;False;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stenalderen%20116,%202640%20Hedehusene%20(100221584);169;C;Hedehusene;100221584;12.1885984633979;True;False;Botjek-Frederiksberg ApS;100221584;116;False;Stenalderen;CalculatedConsumption;120;1978
182302;33112219-5c4c-4952-a2f2-36bdf63597f0;160;160;120;2006;0;0;NaturalGas;2630;1;182302;55.6810377583349;2019-08-20;1.0.19;2029-08-20;SingleFamily;Henri Birch;600001;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Langageren%203,%202630%20Taastrup%20(311393839);169;C;Taastrup;311393839;12.2611593547626;True;False;OBH Ingeniørservice A/S;311393839;3;False;Langageren;CalculatedConsumption;120;2006
100446;331d0eb4-543f-4cfd-8f3e-1c7dd14dbf5f;93;54;131;1951;0;0;DistrictHeat;2630;1;100446;55.647295731968;2014-07-04;1.0.17;2024-07-04;SingleFamily;Christian Strarup;600045;VALID;34, 35;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Stillidsvej%201,%202630%20Taastrup%20(311063423);169;D;Taastrup;311063423;12.3071300281417;True;False;Topdahl ApS;311063423;1;False;Stillidsvej;CalculatedConsumption;130;1949
100659;332d71df-1890-47b0-866e-7f480572c12a;115;58;130;1972;0;0;DistrictHeat;2630;1;100659;55.6382697879676;2017-12-01;1.0.18;2027-12-01;SingleFamily;Johnny Olsen;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/H%C3%B8jg%C3%A5rdstoften%20278,%202630%20Taastrup%20(311286811);169;B;Taastrup;311286811;12.3030943450542;True;False;Boligeftersyn P/S;311286811;278;False;Højgårdstoften;CalculatedConsumption;130;1972
171521;33321b57-d374-4307-a266-29b3b71b673c;0;174;321;2016;174;0;Electricity;2630;1;171521;55.6618579710567;2017-01-25;1.0.18;2027-01-25;NonResidental;Sten Rune Berg;600267;VALID;1;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311224422;169;C;Taastrup;311224422;12.2962235494255;True;False;JPH Energi A/S;311224422;11;False;Hørskætten;CalculatedConsumption;321;2015
129576;336dbb5e-2ec7-4a91-80c9-c77e3281cf23;129;129;120;1969;0;2016;FuelGasOil;2630;3;129576;55.6865876165186;2006-11-10;1.0.15;2013-11-10;SingleFamily;Lars Lundsgaard;500102;EXPIRED;1;False;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Skovkildevej%2021,%202630%20Taastrup%20(904917);169;F1;Taastrup;904917;12.2893454752094;True;False;OBH Ingeniørservice A/S;904917;21;False;Skovkildevej;CalculatedConsumption;120;1969
185901;3380ffe9-9478-420b-ae1a-9b0f46337e23;176;176;120;2017;0;0;NaturalGas;2630;1;185901;55.6842032006893;2017-01-12;1.0.18;2027-01-12;SingleFamily;Dan Böhm;600016;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Kirkestien%2052A,%202630%20Taastrup%20(311222351);169;A2010;Taastrup;311222351;12.2349902317495;True;False;e-consult ApS;311222351;52A;False;Kirkestien;CalculatedConsumption;120;2017
177325;3396a125-e37d-47bf-8fc1-371cbcc7746d;339;202;130;1925;0;2007;NaturalGas;2630;1;177325;;2019-11-22;1.0.20;2029-11-22;SingleFamily;Steffen Naver;600402;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Vintoften%206C,%202630%20Taastrup%20(311410332);169;C;Taastrup;311410332;;True;False;Boligeftersyn P/S;311410332;6C;False;Vintoften;CalculatedConsumption;130;1925
125058;33a83b65-8c95-47b4-8c72-c0685d59cbcd;55;132;219;1917;132;0;FuelGasOil;2630;1;125058;55.6971148056744;2017-08-23;1.0.18;2027-08-23;SingleFamily;Ejvind Endrup;600105;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Frederiksholmsvej%203,%202630%20Taastrup%20(311268215);169;C;Taastrup;311268215;12.2688667705928;True;False;Murbyg ApS;311268215;3;False;Frederiksholmsvej;CalculatedConsumption;110;1897
150699;33cf58d3-333d-4429-8e39-c9fcd57bfb25;120;103;130;1984;0;0;NaturalGas;2640;1;150699;55.6591030809568;2017-12-05;1.0.18;2027-12-05;SingleFamily;Morten Aagesen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Fagerbo%209,%202640%20Hedehusene%20(311287340);169;C;Hedehusene;311287340;12.1941135588549;True;False;Energi- og Bygningsrådgivning A/S;311287340;9;False;Fagerbo;CalculatedConsumption;130;1984
129967;33d3e44d-c3df-4ff1-a91f-df00ef3b435e;136;165;120;1973;0;0;FuelGasOil;2630;1;129967;55.680972290568;2018-10-24;1.0.19;2028-10-24;SingleFamily;Reno Skov Pedersen;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Sognevangen%2026,%202630%20Taastrup%20(311343002);169;F;Taastrup;311343002;12.2582100819274;True;False;Energi- og Bygningsrådgivning A/S;311343002;26;False;Sognevangen;CalculatedConsumption;120;1973
144869;33f3bc59-5cac-40bb-afe0-f045b08c59f0;215;128;120;1978;0;0;FuelGasOil;2640;1;144869;;2019-11-06;1.0.20;2029-11-06;SingleFamily;Carl Hansson;600164;VALID;1;True;http://sparenergi.dk/forbruger/vaerktoejer/det-digitale-energimaerke#Adresse/Tingstedvej%209C,%202640%20Hedehusene%20(311407620);169;A2010;Hedehusene;311407620;;True;False;Energi- og Bygningsrådgivning A/S;311407620;9C;False;Tingstedvej;CalculatedConsumption;120;1978
127034;34407b8e-c796-4afe-a1b3-475f85b048b6;2032;2362;160;1973;330;2006;NaturalGas;2630;3;127034;55.680196600397;2009-09-03;1.0.15;2019-09-03;NonResidental;Anne Svendsen;600017;EXPIRED;4;True;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/200019887;169;F;Taastrup;200019887;12.2596571949493;True;False;Grontmij A/S;200019887;2;False;Landsbygaden;CalculatedConsumption;440;1972
