Nummer;CalculatedConsumption;CalculatedEnergyConsumption;ElectricityPrice;FixedCharge;HeatSupplyCost;ExtraCostPrYear;TotalProfitableInvestment;CalculatedEmissionLowering;AdditionalHeat;CalculatedEmission;HeatSupply;AdditionalHeatCost;CalculatedEnergySavings;PossibleEnergyLabelForAllProposals;TotalRecommendedInvestment;PossibleEnergyLabelForAllProfitableProposals;ExtraCostPrYearForAllProposals;ExtraCostPrYearForRecommendedProposals;ExtraCostPrYear;TotalProfitableInvestment
100211913;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;NaturalGas;437,727272727273;Er ikke beregnet;;;C;10900;;4900;38500
100268927;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;20400;;2200;11600
311388037;14800;20200;2,1;0;732,727272727273;3800;Kan ikke beregnes;964300;Ingen;4118800;NaturalGas;0;4700;C;0;C;3800;0;0;0
200035363;Er ikke beregnet;Er ikke beregnet;2;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;21880;;8600;3700
311325287;24100;36700;2,36;0;656,363636363636;20500;Kan ikke beregnes;5039800;Wood;7482800;NaturalGas;0;24800;B;0;C;20500;0;16700;453200
100207356;Er ikke beregnet;Er ikke beregnet;2;0;727,272727272727;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;0;;0;0
300006667;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100205654;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311178771;6400;2900;2,2;0;2200;3400;Kan ikke beregnes;1024400;Wood;1920100;Electricity;0;1500;A2010;0;A2010;3400;0;2500;51300
100146933;Er ikke beregnet;Er ikke beregnet;2;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;441,176470588235;Er ikke beregnet;;;;0;;0;0
100125525;Er ikke beregnet;Er ikke beregnet;2;797;601,59;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;A2;1400;;0;0
200032214;Er ikke beregnet;Er ikke beregnet;1,70000004768372;96309;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;65030;;69700;1400
100081802;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311308076;11700;13900;2,36;3900,62;557,23;4400;Kan ikke beregnes;1235100;Ingen;1950100;DistrictHeat;0;2500;A2010;0;B;4400;0;4000;100000
311319823;7100;7400;0;2895;557,23;0;Kan ikke beregnes;0;Ingen;1033200;DistrictHeat;0;0;B;0;B;0;0;0;0
100158018;Er ikke beregnet;Er ikke beregnet;2;0;910,891089108911;Er ikke beregnet;1800;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;4200;;4200;1800
200049298;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;133300;;46800;157500
310012641;290500;365900;1,98;16000;750;88700;Kan ikke beregnes;24215200;Ingen;74641600;NaturalGas;0;117000;C;9369600;D;88700;0;9300;0
311121287;197800;182500;2;79418,89;648,24;39100;453000;12883900;Ingen;25732500;DistrictHeat;0;20300;B;0;B;39100;0;39100;0
311278174;501900;660400;2,2;118522,14;580,45;233000;Kan ikke beregnes;61850700;Ingen;93115000;DistrictHeat;0;287300;A2010;0;B;233000;0;153800;2842000
311112275;3286;13943;2,3;0;663,636363636364;4800;Kan ikke beregnes;1420200;Wood;-4624060;NaturalGas;0;7500;A2010;71900;B;4800;0;4100;0
310026254;16900;21800;2;0;776,363636363636;1900;Kan ikke beregnes;493700;Wood;4437000;NaturalGas;0;2600;C;46100;C;1900;0;800;0
311400000;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311148805;43600;69900;2,2;500;615,818181818182;28600;Kan ikke beregnes;8736100;Ingen;14245400;NaturalGas;0;18200;A2010;0;A2010;28600;0;23400;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
310012421;423600;413600;2;186648,325;573;0;Kan ikke beregnes;0;Ingen;58305000;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
100113073;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;2480;;580;2400
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
100169313;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;1100;;0;0
311163736;4800;2900;2,3;3054,27;580,45;0;Kan ikke beregnes;0;Ingen;407500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100211445;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311231529;4400;7600;2,1;0;572,727272727273;0;Kan ikke beregnes;0;Ingen;1532100;NaturalGas;0;0;A2010;0;A2010;0;0;0;0
311018912;5700;5700;2,3;2388,175;573;4800;Kan ikke beregnes;1389800;Ingen;799500;DistrictHeat;0;2300;A2020;32400;A2020;4800;0;4600;0
311351054;19400;38300;2,3;0;505,154639175258;8100;Kan ikke beregnes;450600;Ingen;0;WoodPellets;0;7800;C;0;D;8100;0;5900;110400
100037875;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B2;0;;0;0
310026060;4900;2200;2,2;0;2200;0;Kan ikke beregnes;0;Ingen;1456700;Electricity;0;0;A2010;0;A2010;0;0;0;0
311054864;26300;30200;2,28;300;1166,33663366337;18700;Kan ikke beregnes;3309300;Wood;4668300;FuelGasOil;437,727272727273;18900;B;0;C;18700;0;15300;0
311327502;4800;2900;1,6;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;185900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200053950;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;289060;;172400;1209200
311416065;10400;13000;0;3200;557,23;3400;Kan ikke beregnes;389200;Ingen;826900;DistrictHeat;0;6100;A2010;0;B;3400;0;600;12300
311249392;7400;6900;2,5;3409,38;580,45;100;Kan ikke beregnes;26800;Ingen;968700;DistrictHeat;0;200;A2010;0;A2010;100;0;0;0
200012651;Er ikke beregnet;Er ikke beregnet;0;159390;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311276933;22000;23100;2,2;0;950,49504950495;16400;Kan ikke beregnes;4466700;Wood;6136700;FuelGasOil;0;20600;A2010;0;C;16400;0;12500;221500
310012641;290500;365900;1,98;16000;750;88700;Kan ikke beregnes;24215200;Ingen;74641600;NaturalGas;0;117000;C;9369600;D;88700;0;9300;0
311081323;10200;12400;2;0;818,181818181818;0;Kan ikke beregnes;0;Ingen;2519400;NaturalGas;0;0;B;0;B;0;0;0;0
200059592;Er ikke beregnet;Er ikke beregnet;2,04;2890,68;551,33;Er ikke beregnet;50000;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;11600;;11600;50000
100238250;Er ikke beregnet;Er ikke beregnet;2;1170;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
100201416;Er ikke beregnet;Er ikke beregnet;1,74;0;1740;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;C;0;;0;0
100210832;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;2800;;2500;23200
311242942;14000;8200;1,7;0;1700;12500;Kan ikke beregnes;4668700;Ingen;5430700;Electricity;0;7100;A2020;0;A2010;12500;0;11700;244300
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311143541;405200;608000;2,25;70108,2;551,05;298200;Kan ikke beregnes;79676000;Ingen;85726600;DistrictHeat;0;422400;B;0;C;298200;0;226600;0
311099528;18600;12400;1,5;0;1500;14300;Kan ikke beregnes;6333000;Ingen;8216600;Electricity;0;9600;C;0;C;14300;0;14100;0
100205649;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311332710;10700;16200;2,2;0;656,363636363636;6700;Kan ikke beregnes;1450000;Wood;3304800;NaturalGas;0;7200;A2010;0;C;6700;0;0;0
311052646;24000;20600;2,1;0;1166,33663366337;16900;Kan ikke beregnes;4262900;Ingen;5466300;FuelGasOil;0;12700;A2010;0;A2010;16900;0;16900;0
311320437;31007;26680;2,37;0;1123,76237623762;21600;Kan ikke beregnes;4011700;Wood;2688800;FuelGasOil;0;23100;A2020;0;A2020;21600;0;20800;200000
311065734;9600;10800;2,15;3315,51;573,76;2500;Kan ikke beregnes;689300;Ingen;1521400;DistrictHeat;0;2500;B;36000;C;2500;0;300;0
311132850;11500;11300;2,2;3750,52;551,05;4100;Kan ikke beregnes;1234900;Ingen;2060000;DistrictHeat;0;1800;B;0;C;4100;0;0;0
311168313;6800;7000;0;2707;586,21;900;Kan ikke beregnes;228500;Ingen;975800;DistrictHeat;0;1700;A2010;0;B;900;0;400;10900
311422581;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;226900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311422581;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;226900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311422581;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;226900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311422581;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;226900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311422581;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;226900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311422581;5300;3500;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;226900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100275876;Er ikke beregnet;Er ikke beregnet;2,29;4875;718,8;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;4700;;0;0
311417050;5700;3800;2,5;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;242500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100209252;Er ikke beregnet;Er ikke beregnet;1,7;0;1700;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;E;5300;;4800;61800
200033617;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;26400;;300;300
311049032;15700;15100;2,05;4748,25;648,24;4500;Kan ikke beregnes;1202400;Ingen;2556500;DistrictHeat;0;4600;B;0;C;4500;0;0;0
311303079;4800;2900;2;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;406100;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311121251;9200;8500;2,22;3683,37;648,24;3400;Kan ikke beregnes;917700;Ingen;1192900;DistrictHeat;0;2800;A2010;0;B;3400;0;3000;0
100218867;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;8500;;900;6000
311321180;17400;12000;1,45;0;1450;16700;Kan ikke beregnes;7221200;Ingen;7924900;Electricity;0;10900;A2010;0;A2010;16700;0;16600;201200
311085017;954500;1166600;2,2;0;818,181818181818;465300;5119600;198535200;NaturalGas;237978300;NaturalGas;818,181818181818;365900;B;0;B;465300;0;465300;0
311127243;21300;15400;2,3;5165,85;648,24;12700;Kan ikke beregnes;3670800;Electricity;4116200;DistrictHeat;2300;5300;B;0;B;12700;0;11600;0
311430244;11600;10700;2,2;4146,96;585,09;2400;Kan ikke beregnes;260200;Electricity;787300;DistrictHeat;2200;3400;A2010;0;B;2400;0;900;25200
100255983;Er ikke beregnet;Er ikke beregnet;2,04;0;463,917525773196;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;WoodPellets;0;Er ikke beregnet;;;D;6800;;6100;99000
311261844;7013;3572;1,78;0;1780;1600;Kan ikke beregnes;605200;Ingen;2317400;Electricity;0;900;A2020;0;A2010;1600;0;0;0
100123106;Er ikke beregnet;Er ikke beregnet;1,9;0;1900;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;C;27000;;22400;230000
311397021;6700;4600;2,5;3642,66;660,72;0;Kan ikke beregnes;0;Ingen;-31227950;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
100045006;Er ikke beregnet;Er ikke beregnet;1,72;0;681,818181818182;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C1;3100;;3100;2500
311377398;5200;4100;0;2931;557,23;0;Kan ikke beregnes;0;Ingen;257300;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
311363312;14900;13000;1,45;0;1450;12900;339300;1448000;Wood;1843200;Electricity;346,590909090909;10900;A2020;0;A2020;12900;0;12900;339300
200033859;Er ikke beregnet;Er ikke beregnet;1,95000004768372;0;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;A2;0;;0;0
100135158;Er ikke beregnet;Er ikke beregnet;2;0;659;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;2200;;0;0
311098787;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311033827;4100;2400;1,7;0;1700;0;Kan ikke beregnes;0;Ingen;1589300;Electricity;0;0;A2015;0;A2015;0;0;0;0
100050809;Er ikke beregnet;Er ikke beregnet;2;0;681,818181818182;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B2;0;;0;0
311428784;15000;25700;2,2;0;581,818181818182;8100;Kan ikke beregnes;4238000;Ingen;5234700;NaturalGas;0;20600;A2010;0;D;8100;0;1400;9600
311357731;11300;12900;2;4044,14;557,23;2600;60000;250000;Ingen;836600;DistrictHeat;0;1300;A2010;0;A2010;2600;0;2600;60000
310015469;57400;45000;2,1;0;1138,61386138614;46900;Kan ikke beregnes;14319000;Electricity;14518700;FuelGasOil;2100;25100;B;70400;C;46900;0;42100;0
311045513;15700;10200;1,78;0;1780;12800;Kan ikke beregnes;4583800;Wood;5560000;Electricity;437,727272727273;7300;A2020;0;A2015;12800;0;11400;0
311303077;5100;3600;2;3039,5;557,23;0;Kan ikke beregnes;0;Ingen;504800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200012580;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;21000;;18000;72800
311092901;10700;10600;2,27;3746,01;648,24;3200;Kan ikke beregnes;799700;Ingen;1494600;DistrictHeat;0;3400;B;0;B;3200;0;200;0
100136951;Er ikke beregnet;Er ikke beregnet;0;0;2000;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;C;3300;;0;0
100032216;Er ikke beregnet;Er ikke beregnet;1,85;0;732,673267326733;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C1;0;;0;0
200044203;Er ikke beregnet;Er ikke beregnet;2;0;786,363636363636;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;1000;;0;0
311303062;4700;2900;2;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;396300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311327487;4800;3000;1,6;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;191100;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311057377;16100;19700;2,26;0;818,181818181818;11600;Kan ikke beregnes;2630000;Wood;4012700;NaturalGas;0;14200;A2015;0;C;11600;0;5300;0
311251773;10000;16800;2,3;0;590,909090909091;1400;Kan ikke beregnes;522700;Ingen;3419100;NaturalGas;0;2800;B;0;B;1400;0;0;0
311391076;13300;16500;2,26;3605;585,09;5400;Kan ikke beregnes;550400;Ingen;1071900;DistrictHeat;0;6400;A2010;0;B;5400;0;2900;43400
310036798;11300;10100;2;3882,625;573;0;Kan ikke beregnes;0;Ingen;2004100;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
200053587;Er ikke beregnet;Er ikke beregnet;1,9;0;545,454545454545;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;128100;;89900;544100
311329888;1800;1200;1,5;0;1500;0;Kan ikke beregnes;0;Ingen;225000;Electricity;0;0;A2020;0;A2020;0;0;0;0
311138667;220500;294000;2,14;58466,82;551,05;123100;Kan ikke beregnes;35306300;Ingen;41452600;DistrictHeat;0;128800;B;0;B;123100;0;119500;0
100119251;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;;0;;0;0
311079368;32900;19400;1,7;0;1700;26700;407300;10307400;Ingen;12810500;Electricity;0;15500;A2015;0;A2015;26700;0;26700;0
311437441;8800;7900;2,2;4146,96;585,09;2500;Kan ikke beregnes;232100;Ingen;513500;DistrictHeat;0;1500;A2015;0;A2015;2500;0;2100;34500
310003088;11300;6900;2;0;2000;16100;135100;5324600;Wood;3508000;Electricity;437,727272727273;8200;A2020;151100;A2020;16100;0;16100;0
310037308;19800;17700;2;0;1118,81188118812;3700;67300;893000;Ingen;4669300;FuelGasOil;0;3300;C;67300;C;3700;0;3700;0
310013683;12200;11900;2;4065,2625;597,3;4400;Kan ikke beregnes;1476600;Ingen;2050600;DistrictHeat;0;2300;A2010;115600;C;4400;0;0;0
100114887;Er ikke beregnet;Er ikke beregnet;2;0;649,090909090909;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;4500;;3300;2500
311266509;14900;25200;2,15;0;590,909090909091;8700;Kan ikke beregnes;2867400;Wood;5132700;NaturalGas;0;12800;B;227600;B;8700;0;7300;141600
311198248;163300;214000;2,3;39123,8;580,45;78700;Kan ikke beregnes;21898500;Ingen;30162800;DistrictHeat;0;56500;C;0;C;78700;0;63500;720300
100201111;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
200018540;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;;0;;0;0
311052646;24000;20600;2,1;0;1166,33663366337;16900;Kan ikke beregnes;4262900;Ingen;5466300;FuelGasOil;0;12700;A2010;0;A2010;16900;0;16900;0
100201106;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
100201114;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
100267615;Er ikke beregnet;Er ikke beregnet;2,1;0;2100;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;D;13000;;1500;20800
100216657;Er ikke beregnet;Er ikke beregnet;2;4875;718,8;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;4600;;0;0
311163712;6200;4300;2,3;3652,35;580,45;0;Kan ikke beregnes;0;Ingen;599300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100147772;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;NaturalGas;437,727272727273;Er ikke beregnet;;;D;4400;;0;0
100062701;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;200;Er ikke beregnet;Electricity;Er ikke beregnet;DistrictHeat;2000;Er ikke beregnet;;;E;600;;600;200
100137681;Er ikke beregnet;Er ikke beregnet;0;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311049922;10300;12200;2;3260,07;573,76;3100;Kan ikke beregnes;815400;Ingen;1710400;DistrictHeat;0;4800;B;0;C;3100;0;1100;0
311368490;19099;12289;2;10549,504;585,09;0;Kan ikke beregnes;0;Ingen;-6358500;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311227718;22100;14200;1,9;0;1900;9000;Kan ikke beregnes;3019900;Wood;7248000;Electricity;388,235294117647;5200;C;0;D;9000;0;5100;100000
311382201;12600;15300;0;4043;557,23;3100;Kan ikke beregnes;433300;Ingen;974800;DistrictHeat;0;5200;A2010;0;B;3100;0;300;4400
310012641;290500;365900;1,98;16000;750;88700;Kan ikke beregnes;24215200;Ingen;74641600;NaturalGas;0;117000;C;9369600;D;88700;0;9300;0
311410881;20700;19300;2,1;7973,56;660,72;0;Kan ikke beregnes;0;Ingen;1248700;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100196658;Er ikke beregnet;Er ikke beregnet;2;0;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;B;5200;;4300;3200
311084041;7200;8800;2,05;0;818,181818181818;5700;Kan ikke beregnes;1074000;Ingen;1791200;NaturalGas;0;7700;A2020;0;B;5700;0;0;0
311016868;67300;54200;2,3;0;1141,58415841584;55600;Kan ikke beregnes;15223500;Wood;16272400;FuelGasOil;2300;35400;C;145000;D;55600;0;47800;0
100204064;Er ikke beregnet;Er ikke beregnet;2;2887;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
311183142;6640;4269;2;3671,04;580,45;0;Kan ikke beregnes;0;Ingen;-60113940;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311164723;6200;4400;2,3;3652,35;580,45;0;Kan ikke beregnes;0;Ingen;616200;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311331466;6707;3914;2,25;4086,46;668,21;0;Kan ikke beregnes;0;Ingen;-31307250;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311222782;12900;11900;2,4;4156,98;580,45;400;Kan ikke beregnes;89500;Ingen;2203700;DistrictHeat;0;400;C;0;C;400;0;0;0
311034656;13700;17800;2;0;768,181818181818;10400;Kan ikke beregnes;3322800;Wood;4135800;NaturalGas;0;8800;A2010;80700;C;10400;0;6000;0
311367364;11500;8900;1,38;0;1380;500;Kan ikke beregnes;78200;Wood;1600100;Electricity;387,4;500;C;0;C;500;0;100;3300
200025902;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;D;35000;;20300;53100
100208060;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311197828;140269;156217;2,1;49247;580,45;0;Kan ikke beregnes;0;Ingen;-1581375630;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
100172135;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;;0;;0;0
311276200;480800;631700;2,25;114117,04;580,45;319600;Kan ikke beregnes;90158200;Ingen;89065500;DistrictHeat;0;241400;C;0;C;319600;0;221000;2271700
100171975;Er ikke beregnet;Er ikke beregnet;2;0;727,272727272727;Er ikke beregnet;1700;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;D;4400;;4400;1700
310030872;11000;9800;2,05;3449,18;770,0002;1900;Kan ikke beregnes;358100;Ingen;1376200;DistrictHeat;0;2600;A2010;73000;B;1900;0;600;0
311231261;12900;11300;1,7;0;1700;5900;Kan ikke beregnes;1980500;Electricity;4353300;Electricity;1700;3600;C;0;C;5900;0;4400;111200
311346129;2000;1300;1,58;0;1580;0;Kan ikke beregnes;0;Ingen;248900;Electricity;0;0;A2015;0;A2015;0;0;0;0
311331472;6258;4199;2,25;3470,06;668,21;0;Kan ikke beregnes;0;Ingen;-25770550;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311440614;26000;39200;2,1;0;519,090909090909;38200;Kan ikke beregnes;4264300;Ingen;7961100;NaturalGas;0;21500;B;0;B;38200;0;36700;327500
311150744;15000;21700;2,25;0;692,079207920792;7200;Kan ikke beregnes;2248200;Wood;5761600;FuelGasOil;0;16400;A2010;0;C;7200;0;4300;0
311417507;2200;1500;1,5;0;1500;0;Kan ikke beregnes;0;Ingen;286700;Electricity;0;0;A2020;0;A2020;0;0;0;0
