Nummer;CalculatedConsumption;CalculatedEnergyConsumption;ElectricityPrice;FixedCharge;HeatSupplyCost;ExtraCostPrYear;TotalProfitableInvestment;CalculatedEmissionLowering;AdditionalHeat;CalculatedEmission;HeatSupply;AdditionalHeatCost;CalculatedEnergySavings;PossibleEnergyLabelForAllProposals;TotalRecommendedInvestment;PossibleEnergyLabelForAllProfitableProposals;ExtraCostPrYearForAllProposals;ExtraCostPrYearForRecommendedProposals;ExtraCostPrYear;TotalProfitableInvestment
311165187;11600;12700;2,22;4213,05;580,45;4000;105800;1200400;Ingen;1786500;DistrictHeat;0;1800;A2010;0;A2010;4000;0;4000;105800
100228638;Er ikke beregnet;Er ikke beregnet;2;1031;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311384590;6500;5300;1,5;0;1500;4000;Kan ikke beregnes;522200;Wood;782700;Electricity;424,395454545455;2700;A2010;0;C;4000;0;0;0
311077154;16200;19800;2,15;0;818,181818181818;2600;Kan ikke beregnes;755000;Ingen;4027000;NaturalGas;0;1800;C;78000;C;2600;0;1800;0
100248017;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;4100;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;5700;;5700;4100
311143930;41600;53700;0;10127;586,21;14700;Kan ikke beregnes;3813000;Ingen;7515200;DistrictHeat;0;15200;D;358900;D;14700;0;7800;0
902653;Er ikke beregnet;Er ikke beregnet;2;0;800;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;E2;0;;0;0
310029752;15100;19400;2,1;0;776,363636363636;5900;Kan ikke beregnes;1587500;Ingen;3945400;NaturalGas;0;7200;B;129500;C;5900;0;3900;0
311309230;14200;17500;2,36;4367,06;557,23;4700;Kan ikke beregnes;1298100;Ingen;2464700;DistrictHeat;0;2500;B;0;B;4700;0;4200;100000
311106062;12900;12800;2,01;4539,45;648,24;0;Kan ikke beregnes;0;Ingen;1800600;DistrictHeat;0;0;B;0;B;0;0;0;0
100029059;Er ikke beregnet;Er ikke beregnet;1,85;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B1;0;;0;0
200053846;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;273500;;268700;636700
311085626;11200;13500;2,2;150;818,181818181818;900;Kan ikke beregnes;214900;Ingen;2750000;NaturalGas;0;1100;C;0;C;900;0;0;0
200053950;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;289060;;172400;1209200
311331010;55300;28100;2,3;0;2300;47600;Kan ikke beregnes;3989700;Wood;4584800;Electricity;367,727272727273;23000;A2010;0;B;47600;0;44200;513900
310039068;8100;10500;2;0;772,727272727273;0;Kan ikke beregnes;0;Ingen;2452400;NaturalGas;0;0;C;0;C;0;0;0;0
310036523;8400;8100;2,2;0;727,272727272727;0;Kan ikke beregnes;0;Ingen;2602700;NaturalGas;0;0;C;0;C;0;0;0;0
311043675;7400;8200;2,1;2724,15;573,76;1300;Kan ikke beregnes;309900;Ingen;1145000;DistrictHeat;0;2500;A2010;82600;B;1300;0;100;0
311341674;10200;12300;2,2;3290,66;557,23;3600;Kan ikke beregnes;327900;Ingen;795600;DistrictHeat;0;2100;A2010;0;C;3600;0;700;5000
311184850;12400;14200;2,22;4175,67;580,45;0;Kan ikke beregnes;0;Ingen;1989600;DistrictHeat;0;0;C;0;C;0;0;0;0
311173152;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100129639;Er ikke beregnet;Er ikke beregnet;2;0;560;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311108077;9000;11700;0;0;768,181818181818;0;Kan ikke beregnes;0;Ingen;2726200;NaturalGas;0;0;C;0;C;0;0;0;0
100279275;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;39800;;28800;11100
200012580;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;21000;;18000;72800
311437439;2700;1800;1,5;0;1500;0;Kan ikke beregnes;0;Ingen;345800;Electricity;0;0;A2015;0;A2015;0;0;0;0
311189812;10000;15600;2,35;0;640,909090909091;4800;Kan ikke beregnes;1444500;Wood;3174300;NaturalGas;0;4600;B;0;C;4800;0;3600;73300
311052646;24000;20600;2,1;0;1166,33663366337;16900;Kan ikke beregnes;4262900;Ingen;5466300;FuelGasOil;0;12700;A2010;0;A2010;16900;0;16900;0
310006608;14400;7200;2;0;2000;13800;Kan ikke beregnes;4554200;Ingen;4769700;Electricity;0;6900;A2020;146500;A2010;13800;0;8900;0
311412139;19900;14600;1,419;0;1419;19000;Kan ikke beregnes;2490300;Wood;2721600;Electricity;368;13100;A2020;0;A2010;19000;0;13600;198700
311161435;21500;23700;2;5932,53;580,45;4300;81000;1446700;Ingen;3997500;DistrictHeat;0;2200;C;0;C;4300;0;4300;81000
100124327;Er ikke beregnet;Er ikke beregnet;2;0;518,181818181818;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;0;;0;0
311379443;41100;30000;2,5;21055,86;668,21;0;Kan ikke beregnes;0;Ingen;1946800;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311376415;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311420127;9000;7000;1,447;0;1447;6000;Kan ikke beregnes;677800;Wood;1168700;Electricity;368;3600;A2010;0;A2010;6000;0;4000;60000
311417059;5600;3700;2,5;3454,36;585,09;0;Kan ikke beregnes;0;Ingen;237900;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311398890;19700;27900;2,1;0;703,636363636364;14700;Kan ikke beregnes;4816100;Ingen;5691600;NaturalGas;0;23500;A2015;0;A2010;14700;0;12000;224900
311065541;16621;23104;2,05;0;528,041237113402;9000;Kan ikke beregnes;1117800;Electricity;339500;WoodPellets;2050;12600;A2010;0;B;9000;0;7000;0
311207943;5200;2400;2,2;0;2200;3900;85000;1194400;Ingen;1559400;Electricity;0;1800;A2020;0;A2020;3900;0;3900;85000
310008315;7600;5800;2;3366,025;573;9400;111200;3100200;Ingen;1134900;DistrictHeat;0;4600;A2020;111200;A2020;9400;0;9400;0
200012651;Er ikke beregnet;Er ikke beregnet;0;159390;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
100087033;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311400316;8600;9900;2,2;2776,48;585,09;3800;Kan ikke beregnes;374600;Ingen;642900;DistrictHeat;0;3400;A2010;0;C;3800;0;0;0
200012651;Er ikke beregnet;Er ikke beregnet;0;159390;0;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
311136594;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100276028;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;FuelGasOil;437,727272727273;Er ikke beregnet;;;C;29300;;15200;140300
311103055;14100;20900;2,25;0;672,727272727273;8400;Kan ikke beregnes;2509200;Wood;4261600;NaturalGas;0;9600;C;0;C;8400;0;7300;0
311344504;13100;10200;1,45;0;1450;10000;Kan ikke beregnes;559200;Wood;1702900;Electricity;367,727272727273;3400;A2010;0;B;10000;0;8100;195100
311161773;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
200032127;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;211400;;158700;1298900
311164739;6300;4400;2,3;3652,35;580,45;0;Kan ikke beregnes;0;Ingen;620400;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200022797;Er ikke beregnet;Er ikke beregnet;0;0;772,277217439058;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;52200;;51000;13300
311228159;16800;16900;2,2;3745,8;580,45;9800;Kan ikke beregnes;2721700;Wood;3429300;DistrictHeat;2200;9800;A2020;0;B;9800;0;5100;96500
311349862;5800;8200;2,1;0;695,454545454545;2000;Kan ikke beregnes;223200;Ingen;1672800;NaturalGas;0;1200;A2010;0;B;2000;0;0;0
311284254;22800;34400;2;0;635,454545454546;4700;Kan ikke beregnes;1714900;Ingen;8319900;NaturalGas;0;7400;D;0;E;4700;0;0;0
100240049;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;FuelGasOil;437,727272727273;Er ikke beregnet;;;D;15000;;7800;80400
100202894;Er ikke beregnet;Er ikke beregnet;2,25;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;13700;;10200;57000
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
100073994;Er ikke beregnet;Er ikke beregnet;2;1067;522,75;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
100076323;Er ikke beregnet;Er ikke beregnet;2;0;910,891089108911;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;9800;;7500;3900
200012580;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;21000;;18000;72800
311155364;13343;7493;2,2;0;2200;11800;Kan ikke beregnes;4696600;Wood;-23310;Electricity;386,363636363636;600;A2020;0;A2020;11800;0;11700;238000
311164837;18400;23000;2,25;0;797,029702970297;12100;281800;3617500;Wood;6112700;FuelGasOil;0;17600;C;0;C;12100;0;12100;281800
311338522;9200;3500;2,3;3505,94;557,23;3000;44100;251500;Ingen;509600;DistrictHeat;0;900;A2020;0;A2020;3000;0;3000;44100
311303073;4700;3700;2;2662,76;557,23;0;Kan ikke beregnes;0;Ingen;510500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100021466;Er ikke beregnet;Er ikke beregnet;1,72;0;659;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B2;1000;;0;0
311278193;333700;415100;2,2;92741,14;580,45;125800;Kan ikke beregnes;33187000;Ingen;58527700;DistrictHeat;0;159500;A2010;0;B;125800;0;77300;1545100
100273693;Er ikke beregnet;Er ikke beregnet;2,09;0;525,773195876289;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;WoodPellets;437,727272727273;Er ikke beregnet;;;C;5300;;0;0
311144741;6300;9600;2,25;370;615,818181818182;600;5700;187700;Ingen;1948200;NaturalGas;0;300;B;0;B;600;0;600;0
311259014;9400;10600;2,2;3297,24;580,45;3700;Kan ikke beregnes;1042900;Wood;1482000;DistrictHeat;0;3000;A2010;0;C;3700;0;400;10500
311145386;46000;56400;0;12959;586,21;20800;Kan ikke beregnes;5094700;Ingen;7887700;DistrictHeat;0;23200;C;480300;D;20800;0;11500;0
311376415;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100268927;Er ikke beregnet;Er ikke beregnet;2;0;940,594059405941;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;20400;;2200;11600
311224637;51900;54500;2,2;0;952,475247524752;30600;Kan ikke beregnes;8655300;Briquettes;14491700;FuelGasOil;0;29100;C;0;C;30600;0;29000;219900
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
911174;Er ikke beregnet;Er ikke beregnet;2;1031;504,98;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B2;0;;0;0
311219365;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311340328;10900;7700;1,78;0;1780;6900;Kan ikke beregnes;704300;Electricity;1109000;Electricity;1780;4100;A2010;0;C;6900;0;0;0
311401940;10200;11500;2,1;3379,04;585,09;4500;Kan ikke beregnes;448300;Ingen;747500;DistrictHeat;0;4300;A2010;0;B;4500;0;0;0
311017783;10000;10400;2;3757;597,33;800;Kan ikke beregnes;181900;Wood;1458000;DistrictHeat;0;1300;B;85600;B;800;0;0;0
300007355;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311376415;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311303461;17200;9700;1,78;0;1780;6600;Kan ikke beregnes;2376100;Ingen;6374100;Electricity;0;3600;C;0;D;6600;0;3500;55800
310033531;12100;12200;2;3624,325;573;0;Kan ikke beregnes;0;Wood;2239100;DistrictHeat;0;0;C;0;C;0;0;0;0
311416647;9900;9600;2,33;3523;557,23;0;Kan ikke beregnes;0;Ingen;690500;DistrictHeat;0;0;B;0;B;0;0;0;0
311200323;8900;9400;0;3387;586,21;1000;Kan ikke beregnes;259000;Ingen;1313200;DistrictHeat;0;1900;A2010;0;B;1000;0;0;0
311045640;8200;3200;2,25;3648,15;573,76;0;Kan ikke beregnes;0;Ingen;1288300;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
300004617;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311301930;8900;9600;2;3334;580,45;1300;Kan ikke beregnes;324300;Ingen;1343800;DistrictHeat;0;2300;B;0;B;1300;0;0;0
311044458;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
100192821;Er ikke beregnet;Er ikke beregnet;2;0;1889,99998569489;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;Electricity;0;Er ikke beregnet;;;D;9800;;2200;1900
100228617;Er ikke beregnet;Er ikke beregnet;2;0;1069,30693069307;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;C;13900;;11200;119000
311266105;10800;18900;2,4;0;572,727272727273;6700;Kan ikke beregnes;2026900;Wood;3841400;NaturalGas;0;5600;B;0;C;6700;0;4500;105000
311428603;41499;64054;2,15;0;422,680412371134;10600;Kan ikke beregnes;-358100;Ingen;1332800;WoodPellets;0;32500;B;0;C;10600;0;11700;183300
311181868;21100;14700;1,44;0;1440;11200;Kan ikke beregnes;5188000;Ingen;9710300;Electricity;0;7800;D;0;D;11200;0;9800;116400
100076933;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
311116911;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311331470;6707;3914;2,25;4086,46;668,21;0;Kan ikke beregnes;0;Ingen;-31307250;DistrictHeat;0;0;A2020;0;A2020;0;0;0;0
311196990;9000;9700;2;3353,31;580,45;5300;Kan ikke beregnes;1598900;Ingen;1367700;DistrictHeat;0;5200;A2020;0;A2010;5300;0;3300;101300
310028577;9600;14100;2;1447,225;573;600;Kan ikke beregnes;141000;Ingen;1988100;DistrictHeat;0;1000;C;28100;C;600;0;0;0
311116911;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311364172;9600;11400;2,1;3218,9;557,23;5300;Kan ikke beregnes;557700;Ingen;741000;DistrictHeat;0;6200;A2020;0;B;5300;0;200;5700
310021487;6900;3200;2,2;0;2200;0;Kan ikke beregnes;0;Ingen;2062600;Electricity;0;0;A2010;0;A2010;0;0;0;0
311195317;854600;1101100;2,2;215465,38;580,45;261800;Kan ikke beregnes;74958100;Ingen;155242500;DistrictHeat;0;204600;B;0;B;261800;0;213800;2228200
311186047;24900;47300;0;0;525,773195876289;8700;Kan ikke beregnes;178400;Ingen;0;WoodPellets;0;15700;D;0;D;8700;0;4700;107900
311144047;89400;145100;2,2;0;615,818181818182;123300;Kan ikke beregnes;38281500;Ingen;29600400;NaturalGas;0;100000;A2010;0;A2010;123300;0;121800;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311032587;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311113312;17900;11600;1,75;0;1750;11600;151300;4188700;Wood;6471600;Electricity;437,727272727273;6500;A2015;0;A2015;11600;0;11600;0
311085992;409243;403206;2;40864,6;684,74;0;Kan ikke beregnes;0;Ingen;-15066304600;DistrictHeat;0;0;A2010;0;A2010;0;0;0;0
100091026;Er ikke beregnet;Er ikke beregnet;2;0;827,272727272727;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;C;23200;;21300;5100
311118805;11500;10200;2;3746,01;759,22;3500;Kan ikke beregnes;942600;Ingen;1431200;DistrictHeat;0;3000;B;0;B;3500;0;2000;0
311278186;346800;437600;2,2;92741,14;580,45;139100;Kan ikke beregnes;36487200;Ingen;61700200;DistrictHeat;0;180800;A2010;0;B;139100;0;86500;1716900
100106487;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;0;;0;0
100169955;Er ikke beregnet;Er ikke beregnet;2;1138,1;557;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;1400;;0;0
310040508;11600;13300;2,1;3633;597,33;0;Kan ikke beregnes;0;Ingen;1871100;DistrictHeat;0;0;C;0;C;0;0;0;0
200053788;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;147000;;95000;419900
100156661;Er ikke beregnet;Er ikke beregnet;2;0;910,891089108911;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Electricity;Er ikke beregnet;FuelGasOil;1890;Er ikke beregnet;;;C;10800;;9500;5500
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
311139944;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
310014177;18100;22600;2;0;800;13400;Kan ikke beregnes;4259400;Ingen;4606400;NaturalGas;0;8800;A2010;212400;B;13400;0;12600;0
100248017;Er ikke beregnet;Er ikke beregnet;2;0;910,891035820572;Er ikke beregnet;4100;Er ikke beregnet;;Er ikke beregnet;FuelGasOil;0;Er ikke beregnet;;;D;5700;;5700;4100
200053950;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;289060;;172400;1209200
311385525;20300;12200;1,67;0;1670;0;Kan ikke beregnes;0;Ingen;2386300;Electricity;0;0;B;0;B;0;0;0;0
311425191;41700;48900;2,1;0;851,485148514852;37200;Kan ikke beregnes;12172000;Ingen;13007400;FuelGasOil;0;44700;C;372000;C;37200;0;34800;263700
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311404881;4900;2900;2,45;3228,4;585,09;0;Kan ikke beregnes;0;Ingen;185300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
100042076;Er ikke beregnet;Er ikke beregnet;2;0;681,818181818182;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B2;0;;0;0
311140160;10100;12500;2,3;3182,84;551,05;5400;Kan ikke beregnes;1376200;Ingen;1755500;DistrictHeat;0;6900;A2010;19900;C;5400;0;3700;0
311327505;2800;3000;1,6;1137,86;557,23;0;Kan ikke beregnes;0;Ingen;191100;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200053950;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;289060;;172400;1209200
311116911;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311338898;10400;12300;2,1;0;677,272727272727;5600;Kan ikke beregnes;943700;Electricity;2496900;NaturalGas;2100;4700;A2010;0;C;5600;0;0;0
310025409;19000;24200;2,21;250;776,363636363636;12100;Kan ikke beregnes;3162700;Ingen;4918500;NaturalGas;0;16600;A2010;137800;C;12100;0;4800;0
311085704;37300;39300;2,2;7400,01;759,22;11500;Kan ikke beregnes;3211900;Ingen;5539900;DistrictHeat;0;7100;C;0;C;11500;0;8900;0
311161368;13900;8000;1,75;0;1750;6300;Kan ikke beregnes;2267800;Ingen;5257600;Electricity;0;3400;C;0;D;6300;0;1800;39400
311278181;496700;651400;2,2;118522,14;580,45;213800;Kan ikke beregnes;56294100;Ingen;91846000;DistrictHeat;0;273900;A2015;0;B;213800;0;124700;2533200
311225764;9500;16500;2,25;0;572,727272727273;1500;Kan ikke beregnes;534400;Wood;3353800;NaturalGas;0;2600;C;0;C;1500;0;0;0
311085242;15000;34000;0;0;441,176470588235;3800;Kan ikke beregnes;263200;Ingen;0;Wood;0;7000;D;0;E;3800;0;2400;0
311417300;32199;49517;2,2;2399,76;585,09;0;Kan ikke beregnes;0;Ingen;-2172300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200053950;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;289060;;172400;1209200
311158811;46000;52200;2,2;0;881,188118811881;79700;Kan ikke beregnes;24007300;Ingen;13866600;FuelGasOil;0;45500;A2015;704500;A2010;79700;0;61800;161100
311176151;81400;101700;2,25;22377,68;580,45;27200;Kan ikke beregnes;7081900;Ingen;14331300;DistrictHeat;0;35300;A2010;0;B;27200;0;8900;101300
100191420;Er ikke beregnet;Er ikke beregnet;2;0;525,773196383077;Er ikke beregnet;1000;Er ikke beregnet;;Er ikke beregnet;WoodPellets;0;Er ikke beregnet;;;C;11100;;11100;1000
100156810;Er ikke beregnet;Er ikke beregnet;1,88;0;1880;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;Wood;Er ikke beregnet;Electricity;437,727272727273;Er ikke beregnet;;;B;26500;;24800;208100
311040192;14100;9500;2;0;2000;0;Kan ikke beregnes;0;Electricity;4215400;Electricity;2000;0;C;0;C;0;0;0;0
311144697;49400;73500;0;0;672,727272727273;24100;Kan ikke beregnes;7565100;Ingen;17182700;NaturalGas;0;25300;C;675100;D;24100;0;13200;0
311103587;12400;13400;2,1;3725,13;648,24;2800;Kan ikke beregnes;621800;Ingen;1883800;DistrictHeat;0;4400;B;0;C;2800;0;0;0
311350178;132400;195400;2,3;0;677,272727272727;17300;Kan ikke beregnes;5049400;Ingen;39857600;NaturalGas;0;24700;B;0;C;17300;0;600;5600
311082549;1003;-2294;2,1;0;2100;0;Kan ikke beregnes;0;Ingen;-1584900;Electricity;0;0;A2020;0;A2020;0;0;0;0
100230057;Er ikke beregnet;Er ikke beregnet;2;1219,9625;597,3;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;C;2400;;0;0
311366780;11700;16400;2,3;0;708,181818181818;2800;Kan ikke beregnes;333000;Wood;3341600;NaturalGas;0;1700;C;0;C;2800;0;2400;35000
100143660;Er ikke beregnet;Er ikke beregnet;2;1031;519;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;B;0;;0;0
100277944;Er ikke beregnet;Er ikke beregnet;2;0;750;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;B;0;;0;0
311303078;4700;2900;2;3129,2;557,23;0;Kan ikke beregnes;0;Ingen;396300;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
300000219;0;0;0;0;0;0;Kan ikke beregnes;0;Ingen;0;;0;0;;0;;0;0;0;0
311418433;13100;15700;2,2;0;631,818181818182;5800;Kan ikke beregnes;736600;Ingen;3187200;NaturalGas;0;3700;B;0;C;5800;0;0;0
311327499;3000;3300;1,6;1137,86;557,23;0;Kan ikke beregnes;0;Ingen;214500;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
311109183;17300;18500;2,1;5312,01;648,24;7400;Kan ikke beregnes;1784400;Wood;2604300;DistrictHeat;0;9000;A2010;0;B;7400;0;4700;0
311413544;66000;43100;1,9;22826,24;585,09;0;Kan ikke beregnes;0;Ingen;-60666240;DistrictHeat;0;0;A2015;0;A2015;0;0;0;0
200047933;Er ikke beregnet;Er ikke beregnet;1,7;0;650;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;DistrictHeat;0;Er ikke beregnet;;;E;4800;;3600;36000
311109015;11300;6400;1,78;0;1780;4800;Kan ikke beregnes;1642800;Ingen;4190900;Electricity;0;2400;A2010;0;A2010;4800;0;4200;0
100169756;Er ikke beregnet;Er ikke beregnet;2,1;0;770,909090909091;Er ikke beregnet;Er ikke beregnet;Er ikke beregnet;;Er ikke beregnet;NaturalGas;0;Er ikke beregnet;;;D;11000;;2300;28000
